Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Sleep_Hours,Previous_Scores,Motivation_Level,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Parental_Education_Level,Distance_from_Home,Exam_Score,Parental_Involvement_label,Access_to_Resources_label,Motivation_Level_label,Family_Income_label,Teacher_Quality_label,Distance_from_Home_label,Parental_Education_Level_label,Peer_Influence_label,Extracurricular_Activities_label,Internet_Access_label,Learning_Disabilities_label,School_Type_label,Gender_label,Extracurricular_Activities_No,Extracurricular_Activities_Yes,Internet_Access_No,Internet_Access_Yes,Learning_Disabilities_No,Learning_Disabilities_Yes,School_Type_Private,School_Type_Public,Gender_Female,Gender_Male
18,84,2,1,9,68,1,0,2,3.0,1,2,3.0,1.0,D,Medium,Low,Low,Medium,High,Near,Postgraduate,Negative,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
22,78,3,3,6,92,1,1,3,3.0,3,3,1.0,2.0,C,High,High,Low,High,High,Moderate,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
32,76,1,1,6,96,1,0,1,3.0,2,2,1.0,2.0,D,Low,Low,Low,Low,High,Moderate,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
12,80,2,2,7,59,3,1,1,3.0,3,2,1.0,1.0,D,Medium,Medium,High,Low,High,Near,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
21,96,3,3,5,58,2,0,3,3.0,2,4,2.0,3.0,C,High,High,Medium,High,High,Far,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
25,100,3,1,6,85,1,1,2,2.0,3,3,1.0,1.0,C,High,Low,Low,Medium,Medium,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
19,67,3,2,8,92,1,2,3,2.0,2,5,3.0,2.0,D,High,Medium,Low,High,Medium,Moderate,Postgraduate,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
15,65,2,2,7,69,2,1,3,2.0,2,3,3.0,1.0,D,Medium,Medium,Medium,High,Medium,Near,Postgraduate,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
25,66,3,2,4,70,2,1,3,2.0,3,3,1.0,2.0,D,High,Medium,Medium,High,Medium,Moderate,High School,Positive,Yes,No,No,Public,Male,False,True,True,False,True,False,False,True,False,True
24,86,1,3,9,60,2,0,1,3.0,3,3,2.0,3.0,D,Low,High,Medium,Low,High,Far,College,Positive,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
26,86,1,1,8,65,1,0,1,3.0,2,4,1.0,1.0,D,Low,Low,Low,Low,High,Near,High School,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
20,94,1,3,7,66,3,1,1,3.0,3,1,1.0,1.0,C,Low,High,High,Low,High,Near,High School,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
16,90,3,3,7,58,3,1,1,2.0,2,4,3.0,1.0,C,High,High,High,Low,Medium,Near,Postgraduate,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
25,85,1,2,10,95,2,0,2,1.0,3,1,2.0,1.0,D,Low,Medium,Medium,Medium,Low,Near,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
23,88,2,2,8,66,1,2,2,3.0,3,2,2.0,2.0,D,Medium,Medium,Low,Medium,High,Moderate,College,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
14,81,2,2,7,64,2,2,2,2.0,3,4,2.0,1.0,D,Medium,Medium,Medium,Medium,Medium,Near,College,Positive,Yes,Yes,Yes,Public,Male,False,True,False,True,False,True,False,True,False,True
17,86,2,3,7,98,2,2,1,3.0,3,5,3.0,2.0,C,Medium,High,Medium,Low,High,Moderate,Postgraduate,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
11,82,2,2,8,88,2,1,1,2.0,1,2,3.0,2.0,D,Medium,Medium,Medium,Low,Medium,Moderate,Postgraduate,Negative,Yes,No,No,Private,Female,False,True,True,False,True,False,True,False,True,False
15,86,1,3,7,60,2,2,2,2.0,3,3,2.0,1.0,D,Low,High,Medium,Medium,Medium,Near,College,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
13,85,2,3,6,88,2,2,2,3.0,3,3,1.0,2.0,D,Medium,High,Medium,Medium,High,Moderate,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
16,86,2,2,6,98,3,1,1,2.0,2,3,3.0,1.0,D,Medium,Medium,High,Low,Medium,Near,Postgraduate,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
32,87,2,3,6,55,2,0,1,3.0,2,3,1.0,1.0,C,Medium,High,Medium,Low,High,Near,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
28,78,3,1,4,73,1,3,1,2.0,3,4,1.0,2.0,D,High,Low,Low,Low,Medium,Moderate,High School,Positive,Yes,No,No,Private,Female,False,True,True,False,True,False,True,False,True,False
15,70,3,3,6,85,3,0,1,2.0,3,2,2.0,2.0,D,High,High,High,Low,Medium,Moderate,College,Positive,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
22,60,1,2,7,99,2,1,1,3.0,2,3,2.0,2.0,D,Low,Medium,Medium,Low,High,Moderate,College,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
23,82,1,2,8,54,2,0,2,3.0,1,1,1.0,1.0,D,Low,Medium,Medium,Medium,High,Near,High School,Negative,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
27,84,3,3,8,68,1,3,1,3.0,3,2,3.0,1.0,C,High,High,Low,Low,High,Near,Postgraduate,Positive,No,Yes,Yes,Private,Female,True,False,False,True,False,True,True,False,True,False
15,99,1,2,5,75,1,2,2,1.0,2,1,2.0,2.0,D,Low,Medium,Low,Medium,Low,Moderate,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
27,74,2,3,7,71,2,1,2,2.0,3,3,1.0,1.0,D,Medium,High,Medium,Medium,Medium,Near,High School,Positive,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
17,76,2,2,6,73,2,3,1,3.0,2,3,3.0,1.0,D,Medium,Medium,Medium,Low,High,Near,Postgraduate,Neutral,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
12,68,3,2,6,68,1,2,2,2.0,3,4,2.0,1.0,D,High,Medium,Low,Medium,Medium,Near,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
24,63,2,1,6,99,1,0,1,2.0,3,3,1.0,2.0,D,Medium,Low,Low,Low,Medium,Moderate,High School,Positive,No,No,No,Public,Female,True,False,True,False,True,False,False,True,True,False
28,91,1,2,7,90,2,2,3,1.0,2,3,1.0,1.0,C,Low,Medium,Medium,High,Low,Near,High School,Neutral,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
13,84,1,2,10,71,1,1,2,3.0,2,3,2.0,2.0,D,Low,Medium,Low,Medium,High,Moderate,College,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
24,88,2,2,6,94,2,0,1,2.0,1,2,3.0,2.0,D,Medium,Medium,Medium,Low,Medium,Moderate,Postgraduate,Negative,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
18,79,2,2,7,55,2,1,1,3.0,3,3,1.0,2.0,D,Medium,Medium,Medium,Low,High,Moderate,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
25,95,3,3,7,57,2,2,3,2.0,1,2,2.0,2.0,C,High,High,Medium,High,Medium,Moderate,College,Negative,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
11,78,2,1,7,98,1,2,2,2.0,2,3,1.0,1.0,D,Medium,Low,Low,Medium,Medium,Near,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
12,71,2,3,8,78,1,2,2,2.0,1,2,3.0,1.0,D,Medium,High,Low,Medium,Medium,Near,Postgraduate,Negative,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
15,96,2,2,7,58,2,3,2,2.0,2,4,3.0,2.0,C,Medium,Medium,Medium,Medium,Medium,Moderate,Postgraduate,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
20,94,1,1,6,97,1,2,2,2.0,3,5,2.0,1.0,C,Low,Low,Low,Medium,Medium,Near,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
16,67,3,3,9,99,2,2,2,2.0,2,2,1.0,2.0,D,High,High,Medium,Medium,Medium,Moderate,High School,Neutral,No,Yes,Yes,Public,Male,True,False,False,True,False,True,False,True,False,True
24,61,1,2,5,94,2,3,2,3.0,2,2,2.0,2.0,D,Low,Medium,Medium,Medium,High,Moderate,College,Neutral,No,Yes,Yes,Private,Female,True,False,False,True,False,True,True,False,True,False
26,64,2,2,7,62,3,3,2,3.0,1,2,1.0,1.0,D,Medium,Medium,High,Medium,High,Near,High School,Negative,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
24,71,1,3,5,64,2,1,2,2.0,2,3,2.0,1.0,D,Low,High,Medium,Medium,Medium,Near,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
30,99,2,2,5,70,1,2,2,2.0,2,4,1.0,1.0,C,Medium,Medium,Low,Medium,Medium,Near,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
22,82,3,3,8,79,2,2,2,2.0,1,1,2.0,1.0,D,High,High,Medium,Medium,Medium,Near,College,Negative,No,No,No,Public,Female,True,False,True,False,True,False,False,True,True,False
13,75,1,3,6,100,3,1,2,2.0,3,3,3.0,1.0,D,Low,High,High,Medium,Medium,Near,Postgraduate,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
16,78,1,2,6,96,3,0,2,2.0,3,1,3.0,1.0,D,Low,Medium,High,Medium,Medium,Near,Postgraduate,Positive,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
25,73,3,2,6,54,3,2,2,2.0,2,4,1.0,2.0,D,High,Medium,High,Medium,Medium,Moderate,High School,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
29,98,2,3,5,88,1,3,1,2.0,2,2,2.0,1.0,C,Medium,High,Low,Low,Medium,Near,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
23,94,2,3,8,94,1,2,2,3.0,3,2,1.0,1.0,C,Medium,High,Low,Medium,High,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
11,94,2,2,5,67,2,2,3,2.0,2,5,1.0,1.0,D,Medium,Medium,Medium,High,Medium,Near,High School,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
14,80,3,1,6,61,2,0,2,3.0,2,4,2.0,2.0,D,High,Low,Medium,Medium,High,Moderate,College,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
28,92,2,2,7,87,1,1,1,1.0,3,1,1.0,1.0,C,Medium,Medium,Low,Low,Low,Near,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
19,67,2,2,6,55,1,1,2,2.0,2,4,1.0,1.0,D,Medium,Medium,Low,Medium,Medium,Near,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
20,83,2,1,6,97,3,2,1,3.0,2,4,1.0,2.0,D,Medium,Low,High,Low,High,Moderate,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
25,99,2,3,6,58,3,0,2,2.0,3,4,1.0,1.0,C,Medium,High,High,Medium,Medium,Near,High School,Positive,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
24,72,1,3,5,73,1,2,2,3.0,3,2,1.0,1.0,D,Low,High,Low,Medium,High,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
22,92,2,3,6,99,1,1,2,2.0,1,4,2.0,1.0,C,Medium,High,Low,Medium,Medium,Near,College,Negative,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
19,80,1,1,8,99,3,1,1,2.0,3,4,3.0,1.0,D,Low,Low,High,Low,Medium,Near,Postgraduate,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
18,62,2,3,6,89,2,0,3,3.0,3,3,3.0,1.0,D,Medium,High,Medium,High,High,Near,Postgraduate,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
25,91,2,3,7,92,2,3,1,2.0,1,5,1.0,1.0,C,Medium,High,Medium,Low,Medium,Near,High School,Negative,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
23,67,1,1,9,98,2,2,1,3.0,1,0,2.0,1.0,D,Low,Low,Medium,Low,High,Near,College,Negative,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
18,85,2,2,8,96,2,0,3,3.0,1,3,2.0,2.0,D,Medium,Medium,Medium,High,High,Moderate,College,Negative,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
26,63,3,3,5,81,2,0,1,2.0,1,2,1.0,2.0,D,High,High,Medium,Low,Medium,Moderate,High School,Negative,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
19,98,2,3,8,87,3,1,2,2.0,3,4,3.0,2.0,C,Medium,High,High,Medium,Medium,Moderate,Postgraduate,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
15,69,3,1,6,75,2,2,1,3.0,3,2,1.0,1.0,D,High,Low,Medium,Low,High,Near,High School,Positive,Yes,No,No,Public,Female,False,True,True,False,True,False,False,True,True,False
18,98,1,3,6,87,2,0,2,2.0,2,1,1.0,1.0,C,Low,High,Medium,Medium,Medium,Near,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
27,88,2,3,7,93,2,0,1,2.0,2,4,1.0,2.0,C,Medium,High,Medium,Low,Medium,Moderate,High School,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
15,90,2,2,8,55,2,1,1,2.0,2,1,2.0,1.0,D,Medium,Medium,Medium,Low,Medium,Near,College,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
21,80,2,2,6,79,1,2,2,3.0,3,3,2.0,1.0,D,Medium,Medium,Low,Medium,High,Near,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
16,79,2,3,4,66,3,2,2,2.0,2,2,2.0,2.0,D,Medium,High,High,Medium,Medium,Moderate,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
18,64,2,3,5,76,1,1,1,2.0,3,4,1.0,2.0,D,Medium,High,Low,Low,Medium,Moderate,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
11,82,3,3,8,81,3,2,1,3.0,3,2,1.0,2.0,D,High,High,High,Low,High,Moderate,High School,Positive,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
19,70,2,3,10,92,2,1,1,3.0,3,4,1.0,1.0,D,Medium,High,Medium,Low,High,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
19,99,3,2,7,52,2,1,2,2.0,2,4,1.0,1.0,C,High,Medium,Medium,Medium,Medium,Near,High School,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
23,92,3,3,9,58,2,2,1,2.0,2,1,3.0,1.0,C,High,High,Medium,Low,Medium,Near,Postgraduate,Neutral,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
21,77,2,1,5,96,3,2,1,3.0,2,5,1.0,1.0,D,Medium,Low,High,Low,High,Near,High School,Neutral,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
13,66,3,3,6,98,1,1,3,3.0,3,2,1.0,1.0,D,High,High,Low,High,High,Near,High School,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
27,91,2,2,4,53,2,1,1,2.0,3,3,3.0,1.0,C,Medium,Medium,Medium,Low,Medium,Near,Postgraduate,Positive,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
21,68,3,3,6,50,3,3,2,1.0,2,4,1.0,1.0,D,High,High,High,Medium,Low,Near,High School,Neutral,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
17,82,2,1,6,84,3,2,1,1.0,1,3,1.0,2.0,D,Medium,Low,High,Low,Low,Moderate,High School,Negative,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
21,91,2,2,10,78,3,2,1,3.0,1,2,1.0,1.0,C,Medium,Medium,High,Low,High,Near,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
23,73,2,3,10,85,2,1,1,2.0,2,3,2.0,1.0,D,Medium,High,Medium,Low,Medium,Near,College,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
10,63,2,3,4,77,1,3,1,2.0,2,3,1.0,1.0,D,Medium,High,Low,Low,Medium,Near,High School,Neutral,No,No,No,Private,Male,True,False,True,False,True,False,True,False,False,True
17,79,1,3,8,62,1,1,1,2.0,2,3,1.0,1.0,D,Low,High,Low,Low,Medium,Near,High School,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
18,90,1,2,6,88,1,1,2,2.0,1,1,1.0,2.0,D,Low,Medium,Low,Medium,Medium,Moderate,High School,Negative,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
22,69,2,2,8,89,1,0,1,3.0,3,5,1.0,2.0,D,Medium,Medium,Low,Low,High,Moderate,High School,Positive,No,No,No,Public,Female,True,False,True,False,True,False,False,True,True,False
27,69,2,1,5,93,2,1,2,2.0,3,4,2.0,2.0,D,Medium,Low,Medium,Medium,Medium,Moderate,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
15,98,2,2,9,98,3,0,2,2.0,3,3,1.0,1.0,C,Medium,Medium,High,Medium,Medium,Near,High School,Positive,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
17,98,2,2,9,87,1,0,3,2.0,3,3,1.0,2.0,D,Medium,Medium,Low,High,Medium,Moderate,High School,Positive,No,Yes,No,Private,Female,True,False,False,True,True,False,True,False,True,False
17,100,2,3,5,53,1,1,2,3.0,3,4,1.0,1.0,C,Medium,High,Low,Medium,High,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
15,92,2,2,7,51,2,1,3,3.0,3,3,2.0,1.0,D,Medium,Medium,Medium,High,High,Near,College,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
18,68,3,3,7,87,3,3,2,2.0,3,4,1.0,1.0,D,High,High,High,Medium,Medium,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
14,74,1,2,7,66,2,0,2,3.0,1,3,3.0,1.0,D,Low,Medium,Medium,Medium,High,Near,Postgraduate,Negative,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
23,73,3,2,8,57,2,3,2,2.0,3,2,2.0,1.0,D,High,Medium,Medium,Medium,Medium,Near,College,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
10,98,2,2,7,98,1,0,2,2.0,2,3,2.0,2.0,D,Medium,Medium,Low,Medium,Medium,Moderate,College,Neutral,No,No,No,Public,Female,True,False,True,False,True,False,False,True,True,False
17,92,2,3,8,66,2,2,1,2.0,3,3,1.0,1.0,D,Medium,High,Medium,Low,Medium,Near,High School,Positive,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
18,96,2,3,9,80,3,1,1,2.0,3,3,2.0,1.0,C,Medium,High,High,Low,Medium,Near,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
7,93,3,3,9,52,3,1,2,1.0,1,3,1.0,2.0,D,High,High,High,Medium,Low,Moderate,High School,Negative,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
8,67,2,2,7,92,2,0,3,3.0,3,2,2.0,1.0,D,Medium,Medium,Medium,High,High,Near,College,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
20,95,2,2,7,58,1,1,1,3.0,2,4,2.0,1.0,D,Medium,Medium,Low,Low,High,Near,College,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
24,71,3,2,9,90,1,3,2,3.0,2,3,2.0,1.0,D,High,Medium,Low,Medium,High,Near,College,Neutral,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
22,63,2,1,7,80,2,2,3,3.0,1,2,2.0,2.0,D,Medium,Low,Medium,High,High,Moderate,College,Negative,Yes,Yes,No,Private,Female,False,True,False,True,True,False,True,False,True,False
21,86,2,1,9,59,3,2,2,3.0,3,3,2.0,1.0,D,Medium,Low,High,Medium,High,Near,College,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
27,86,2,3,7,88,2,1,2,2.0,2,3,3.0,2.0,C,Medium,High,Medium,Medium,Medium,Moderate,Postgraduate,Neutral,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
17,64,2,1,7,73,3,1,1,2.0,2,4,2.0,1.0,D,Medium,Low,High,Low,Medium,Near,College,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
25,73,3,2,5,82,1,1,2,2.0,3,3,1.0,1.0,D,High,Medium,Low,Medium,Medium,Near,High School,Positive,Yes,No,Yes,Private,Male,False,True,True,False,False,True,True,False,False,True
10,100,1,2,5,93,1,2,2,1.0,2,1,1.0,3.0,D,Low,Medium,Low,Medium,Low,Far,High School,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
15,87,3,3,8,63,2,0,3,2.0,2,3,2.0,1.0,D,High,High,Medium,High,Medium,Near,College,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
9,89,2,1,10,68,3,1,3,3.0,1,3,1.0,1.0,D,Medium,Low,High,High,High,Near,High School,Negative,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
18,69,3,2,7,100,2,3,2,3.0,1,2,1.0,1.0,D,High,Medium,Medium,Medium,High,Near,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
20,63,1,2,7,75,1,2,2,3.0,2,2,1.0,1.0,D,Low,Medium,Low,Medium,High,Near,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
21,71,3,2,9,78,1,2,2,2.0,2,4,1.0,1.0,D,High,Medium,Low,Medium,Medium,Near,High School,Neutral,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
20,70,1,2,8,64,1,0,1,1.0,3,3,1.0,3.0,D,Low,Medium,Low,Low,Low,Far,High School,Positive,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
19,68,2,1,8,75,1,1,2,2.0,2,4,3.0,1.0,D,Medium,Low,Low,Medium,Medium,Near,Postgraduate,Neutral,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
11,83,2,2,5,63,2,2,1,2.0,2,3,2.0,1.0,D,Medium,Medium,Medium,Low,Medium,Near,College,Neutral,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
28,73,2,1,7,62,2,3,3,2.0,2,3,3.0,2.0,D,Medium,Low,Medium,High,Medium,Moderate,Postgraduate,Neutral,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
18,93,1,3,6,80,2,1,2,2.0,1,3,1.0,1.0,D,Low,High,Medium,Medium,Medium,Near,High School,Negative,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
17,67,2,2,6,59,2,0,2,2.0,1,3,1.0,1.0,D,Medium,Medium,Medium,Medium,Medium,Near,High School,Negative,No,Yes,No,Public,Female,True,False,False,True,True,False,False,True,True,False
30,79,2,3,7,78,2,3,3,3.0,3,2,3.0,2.0,C,Medium,High,Medium,High,High,Moderate,Postgraduate,Positive,No,No,No,Private,Female,True,False,True,False,True,False,True,False,True,False
13,79,3,3,7,60,2,1,1,3.0,2,4,2.0,2.0,D,High,High,Medium,Low,High,Moderate,College,Neutral,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
13,62,1,2,9,87,2,1,1,2.0,1,1,2.0,2.0,D,Low,Medium,Medium,Low,Medium,Moderate,College,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
20,99,2,1,9,68,1,1,1,3.0,3,3,3.0,3.0,D,Medium,Low,Low,Low,High,Far,Postgraduate,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
23,92,2,3,9,100,2,1,3,3.0,2,2,2.0,1.0,C,Medium,High,Medium,High,High,Near,College,Neutral,No,Yes,Yes,Public,Male,True,False,False,True,False,True,False,True,False,True
24,80,2,3,7,99,1,2,2,2.0,1,2,1.0,2.0,D,Medium,High,Low,Medium,Medium,Moderate,High School,Negative,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
35,63,3,3,6,90,1,0,2,2.0,3,3,2.0,1.0,C,High,High,Low,Medium,Medium,Near,College,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
7,84,2,3,7,67,2,1,2,2.0,2,3,2.0,1.0,D,Medium,High,Medium,Medium,Medium,Near,College,Neutral,No,Yes,No,Private,Male,True,False,False,True,True,False,True,False,False,True
24,90,1,1,9,97,3,3,1,2.0,3,4,1.0,1.0,C,Low,Low,High,Low,Medium,Near,High School,Positive,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
17,68,1,2,9,100,3,1,2,3.0,1,3,1.0,2.0,D,Low,Medium,High,Medium,High,Moderate,High School,Negative,Yes,Yes,No,Public,Male,False,True,False,True,True,False,False,True,False,True
16,83,2,2,4,73,3,3,1,1.0,1,3,2.0,1.0,D,Medium,Medium,High,Low,Low,Near,College,Negative,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
16,93,2,1,7,81,2,2,1,2.0,1,3,3.0,2.0,D,Medium,Low,Medium,Low,Medium,Moderate,Postgraduate,Negative,Yes,Yes,Yes,Private,Male,False,True,False,True,False,True,True,False,False,True
15,91,1,3,4,50,3,1,2,2.0,2,3,1.0,2.0,D,Low,High,High,Medium,Medium,Moderate,High School,Neutral,Yes,Yes,No,Public,Female,False,True,False,True,True,False,False,True,True,False
30,92,1,2,7,52,2,3,3,2.0,3,4,2.0,1.0,C,Low,Medium,Medium,High,Medium,Near,College,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
25,95,2,3,6,75,2,1,2,2.0,3,4,1.0,2.0,C,Medium,High,Medium,Medium,Medium,Moderate,High School,Positive,Yes,Yes,No,Private,Male,False,True,False,True,True,False,True,False,False,True
20,98,2,2,6,80,2,0,2,2.0,3,2,2.0,2.0,C,Medium,Medium,Medium,Medium,Medium,Moderate,College,Positive,No,Yes,No,Public,Male,True,False,False,True,True,False,False,True,False,True
11,83,2,1,6,55,1,0,1,2.0,3,4,3.0,1.0,D,Medium,Low,Low,Low,Medium,Near,Postgraduate,Positive,Yes,Yes,Yes,Public,Female,False,True,False,True,False,True,False,True,True,False
